run_id,experiment,dataset,split_type,fold,regime,detector,rho_assumed,rho_used,metric,value,n_test,n_pos_test,check
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,prevalence,0.001316667251852112,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,lift,0.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,tie_ratio,0.019627464405470363,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,fit_seconds,1.5104639530181885,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,score_seconds,2.121906280517578,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,PR_AUC,0.07627939933401451,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,ROC_AUC,0.8178164900006446,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,Precision,0.10232558139534884,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,Recall,0.29333333333333333,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,F1,0.15172413793103448,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,TN,56694.0,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,FP,193.0,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,FN,53.0,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,TP,22.0,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,n_alerts,215.0,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,alert_rate,0.003774446121976054,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,prevalence,0.001316667251852112,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,lift,77.7155968992248,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,tie_ratio,0.020224364038552656,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,fit_seconds,1.2386536598205566,56962,75,
1902d111a4eb,headline,ULB,chronological,0,O,LOF,0.005,0.0021066922590763323,score_seconds,6.143488168716431,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,PR_AUC,0.08380001760586703,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,ROC_AUC,0.9473159069734738,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,Precision,0.07865168539325842,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,Recall,0.09333333333333334,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,F1,0.08536585365853659,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,TN,56805.0,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,FP,82.0,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,FN,68.0,56962,75,
28fa113d36e1,headline,ULB,chronological,0,O,OneClassSVM,0.005,0.0021066922590763323,TP,7.0,56962,75,
